Date,Open,High,Low,Close,Adj Close,Volume
2019-10-31,87.3499984741211,87.55999755859375,87.0199966430664,87.44000244140625,84.37804412841797,1875700
2019-11-01,87.5199966430664,87.81999969482422,87.4800033569336,87.62999725341797,84.56138610839844,906100
2019-11-04,88.97000122070312,89.0,87.93000030517578,87.93000030517578,84.85088348388672,1253200
2019-11-05,87.41000366210938,87.5199966430664,86.8499984741211,86.88999938964844,83.84729766845703,2361100
2019-11-06,86.91999816894531,87.72000122070312,86.91000366210938,87.45999908447266,84.3973388671875,4211000
2019-11-07,87.1500015258789,87.26000213623047,86.80000305175781,86.98999786376953,83.94379425048828,1183900
2019-11-08,87.80999755859375,88.45999908447266,87.61000061035156,88.37000274658203,85.27547454833984,1373100
2019-11-11,88.5,88.91999816894531,88.37000274658203,88.62999725341797,85.5263671875,887100
2019-11-12,89.26000213623047,89.58999633789062,89.19999694824219,89.29000091552734,86.16325378417969,804900
2019-11-13,89.66999816894531,89.94999694824219,89.52999877929688,89.86000061035156,86.71329498291016,852000
2019-11-14,89.33000183105469,89.66000366210938,89.16000366210938,89.51000213623047,86.37555694580078,764500
2019-11-15,89.4000015258789,90.22000122070312,89.37000274658203,90.04000091552734,86.88699340820312,1155700
2019-11-18,90.18000030517578,90.55999755859375,90.0,90.33000183105469,87.16683959960938,1019600
2019-11-19,89.9000015258789,90.44000244140625,89.52999877929688,90.4000015258789,87.23439025878906,2829200
2019-11-20,90.27999877929688,90.69000244140625,90.2300033569336,90.52999877929688,87.35983276367188,1310200
2019-11-21,90.08000183105469,90.73999786376953,89.87000274658203,90.52999877929688,87.35983276367188,1478200
2019-11-22,90.94999694824219,91.05000305175781,90.22000122070312,90.4800033569336,87.31159210205078,907000
2019-11-25,90.29000091552734,91.43000030517578,90.20999908447266,91.30000305175781,88.10287475585938,3090500
2019-11-26,91.5999984741211,92.19999694824219,91.55000305175781,92.12000274658203,88.89415740966797,2127200
2019-11-27,92.08000183105469,92.44000244140625,92.04000091552734,92.19000244140625,88.96170806884766,1371900
2019-11-29,92.0199966430664,92.38999938964844,92.0,92.30000305175781,89.06785583496094,1324700
2019-12-02,91.69000244140625,91.69000244140625,91.0,91.43000030517578,88.22831726074219,1748800
