Date,Open,High,Low,Close,Adj Close,Volume
2019-10-31,46.650001525878906,46.7400016784668,45.9900016784668,46.08000183105469,44.43146514892578,2804300
2019-11-01,45.79999923706055,45.84000015258789,45.36000061035156,45.63999938964844,44.0072021484375,1281900
2019-11-04,46.099998474121094,46.119998931884766,45.779998779296875,45.83000183105469,44.190406799316406,1403500
2019-11-05,45.88999938964844,46.0,45.58000183105469,45.63999938964844,44.0072021484375,970500
2019-11-06,45.84000015258789,46.18000030517578,45.779998779296875,46.150001525878906,44.498958587646484,4134900
2019-11-07,45.70000076293945,45.77000045776367,45.36000061035156,45.47999954223633,43.852928161621094,829600
2019-11-08,45.630001068115234,45.86000061035156,45.540000915527344,45.86000061035156,44.21933364868164,1914800
2019-11-11,45.790000915527344,45.97999954223633,45.790000915527344,45.86000061035156,44.21933364868164,984500
2019-11-12,45.689998626708984,46.20000076293945,45.689998626708984,46.04999923706055,44.40253448486328,1441300
2019-11-13,45.900001525878906,45.939998626708984,45.529998779296875,45.619998931884766,43.987918853759766,805900
2019-11-14,45.18000030517578,45.22999954223633,44.91999816894531,45.02000045776367,43.409385681152344,1888900
2019-11-15,45.34000015258789,46.11000061035156,45.2599983215332,46.11000061035156,44.460391998291016,2200400
2019-11-18,46.20000076293945,46.83000183105469,46.20000076293945,46.709999084472656,45.03892517089844,1118200
2019-11-19,46.34000015258789,46.41999816894531,45.939998626708984,46.220001220703125,44.56645584106445,818400
2019-11-20,46.06999969482422,46.209999084472656,45.66999816894531,45.95000076293945,44.306114196777344,867200
2019-11-21,46.650001525878906,47.279998779296875,46.61000061035156,47.16999816894531,45.48246765136719,2023500
2019-11-22,46.529998779296875,46.7599983215332,46.349998474121094,46.52000045776367,44.85572052001953,1960100
2019-11-25,46.72999954223633,47.0,46.709999084472656,46.900001525878906,45.222129821777344,1593000
2019-11-26,46.400001525878906,46.630001068115234,46.369998931884766,46.56999969482422,44.903934478759766,1565600
2019-11-27,46.349998474121094,46.5099983215332,46.33000183105469,46.380001068115234,44.72072982788086,1300800
2019-11-29,46.58000183105469,46.75,46.540000915527344,46.68000030517578,45.0099983215332,590600
2019-12-02,46.290000915527344,46.349998474121094,45.65999984741211,45.81999969482422,44.180763244628906,1091900
2019-12-03,45.18000030517578,45.66999816894531,45.16999816894531,45.54999923706055,43.9204216003418,1906300
2019-12-04,46.54999923706055,46.689998626708984,46.29999923706055,46.61000061035156,44.942501068115234,3859000
2019-12-05,46.59000015258789,46.599998474121094,46.08000183105469,46.08000183105469,44.43146514892578,2279200
2019-12-06,46.310001373291016,46.33000183105469,45.970001220703125,46.029998779296875,44.38325119018555,1188900
2019-12-09,45.84000015258789,45.849998474121094,45.22999954223633,45.29999923706055,43.67936706542969,2058900
2019-12-10,47.810001373291016,48.40999984741211,47.38999938964844,48.09000015258789,46.36955261230469,10369300
2019-12-11,48.369998931884766,49.060001373291016,48.349998474121094,49.0099983215332,47.25663757324219,2358000
2019-12-12,49.09000015258789,49.58000183105469,49.0099983215332,49.5099983215332,47.73875045776367,4666600
2019-12-13,49.5,49.88999938964844,49.47999954223633,49.790000915527344,48.00873565673828,3171300
2019-12-16,50.34000015258789,50.529998779296875,50.209999084472656,50.470001220703125,48.66440963745117,2772000
2019-12-17,50.34000015258789,50.40999984741211,49.95000076293945,50.189998626708984,48.39442443847656,3872500
2019-12-18,50.0,50.43000030517578,49.970001220703125,50.369998931884766,48.56798553466797,3663300
2019-12-19,49.97999954223633,50.56999969482422,49.97999954223633,50.43000030517578,48.62583923339844,2787200
2019-12-20,50.279998779296875,50.790000915527344,50.18000030517578,50.54999923706055,48.741546630859375,4263100
2019-12-23,50.349998474121094,50.43000030517578,50.13999938964844,50.310001373291016,48.510135650634766,1443000
2019-12-24,50.400001525878906,50.41999816894531,50.130001068115234,50.40999984741211,48.6065559387207,453000
2019-12-26,50.5099983215332,50.5099983215332,50.25,50.29999923706055,48.50048828125,967900
2019-12-27,50.75,50.900001525878906,50.599998474121094,50.86000061035156,49.04045486450195,1016800
2019-12-30,50.619998931884766,50.66999816894531,50.150001525878906,50.189998626708984,48.39442443847656,947900
2019-12-31,50.220001220703125,50.36000061035156,49.970001220703125,50.20000076293945,48.40406799316406,499300
2020-01-02,50.58000183105469,50.7599983215332,50.380001068115234,50.68000030517578,48.86689758300781,1271800
2020-01-03,50.29999923706055,50.880001068115234,50.29999923706055,50.7599983215332,48.94403076171875,1104100
2020-01-06,50.869998931884766,51.2599983215332,50.849998474121094,51.25,49.41650390625,1510500
2020-01-07,50.77000045776367,50.95000076293945,50.68000030517578,50.7400016784668,48.92475128173828,884500
2020-01-08,50.61000061035156,51.209999084472656,50.59000015258789,50.97999954223633,49.15616226196289,1123000
2020-01-09,51.20000076293945,51.33000183105469,50.939998626708984,51.15999984741211,49.3297233581543,1807700
2020-01-10,51.52000045776367,51.84000015258789,51.5099983215332,51.619998931884766,49.77326583862305,1583000
2020-01-13,51.13999938964844,51.5,51.040000915527344,51.40999984741211,49.570777893066406,1312100
2020-01-14,50.56999969482422,51.099998474121094,50.439998626708984,50.97999954223633,49.15616226196289,1472100
2020-01-15,51.04999923706055,51.33000183105469,51.029998779296875,51.25,49.41650390625,1816800
2020-01-16,51.11000061035156,51.189998626708984,50.880001068115234,51.189998626708984,49.35865020751953,650500
2020-01-17,51.279998779296875,51.43000030517578,51.029998779296875,51.2400016784668,49.406864166259766,1015600
2020-01-21,50.63999938964844,50.86000061035156,50.20000076293945,50.209999084472656,48.4137077331543,2338500
2020-01-22,49.779998779296875,49.810001373291016,49.220001220703125,49.400001525878906,47.6326904296875,1578500
2020-01-23,49.4900016784668,49.709999084472656,49.209999084472656,49.599998474121094,47.825531005859375,1754900
2020-01-24,49.540000915527344,49.63999938964844,48.720001220703125,48.72999954223633,46.986656188964844,2324100
2020-01-27,47.97999954223633,48.15999984741211,47.720001220703125,47.77000045776367,46.061004638671875,1493600
2020-01-28,48.27000045776367,48.470001220703125,48.11000061035156,48.27000045776367,46.543113708496094,868500
2020-01-29,48.75,48.9900016784668,48.54999923706055,48.810001373291016,47.06379699707031,1067900
2020-01-30,48.439998626708984,48.650001525878906,48.29999923706055,48.61000061035156,46.87095260620117,890300
2020-01-31,48.54999923706055,48.59000015258789,48.040000915527344,48.27000045776367,46.543113708496094,1205400
2020-02-03,48.630001068115234,48.880001068115234,48.310001373291016,48.380001068115234,46.6491813659668,860200
2020-02-04,48.63999938964844,48.880001068115234,48.540000915527344,48.63999938964844,46.89987564086914,776200
2020-02-05,49.38999938964844,49.599998474121094,49.130001068115234,49.31999969482422,47.55554962158203,1736200
2020-02-06,51.029998779296875,51.720001220703125,50.84000015258789,51.65999984741211,49.81183624267578,2816300
2020-02-07,51.439998626708984,51.5099983215332,50.91999816894531,51.029998779296875,49.20437240600586,1404200
2020-02-10,50.790000915527344,51.22999954223633,50.68000030517578,51.220001220703125,49.387577056884766,889600
2020-02-11,51.0,51.310001373291016,50.970001220703125,51.22999954223633,49.397216796875,1371400
2020-02-12,50.880001068115234,50.880001068115234,50.4900016784668,50.619998931884766,48.80904006958008,3608700
2020-02-13,49.93000030517578,50.20000076293945,49.709999084472656,50.0,48.21122360229492,914000
2020-02-14,50.040000915527344,50.119998931884766,49.83000183105469,49.93000030517578,48.14372634887695,1498800
2020-02-18,50.349998474121094,51.13999938964844,50.33000183105469,51.13999938964844,49.31044006347656,3314500
2020-02-19,50.869998931884766,50.959999084472656,50.619998931884766,50.709999084472656,48.89582061767578,2436000
2020-02-20,50.79999923706055,51.099998474121094,50.400001525878906,50.75,48.934391021728516,2074100
